Player Name Position,Transfer Value,Transfer Date
andre schurrle Forward - Left Winger,11250000,29/06/2011
andre schurrle Forward - Left Winger,12600000,25/08/2011
andre schurrle Forward - Left Winger,12600000,23/01/2012
andre schurrle Forward - Left Winger,12600000,29/06/2012
andre schurrle Forward - Left Winger,18000000,09/07/2012
andre schurrle Forward - Left Winger,22500000,13/01/2013
andre schurrle Forward - Left Winger,22500000,30/06/2013
andre schurrle Forward - Left Winger,19800000,18/09/2013
andre schurrle Forward - Left Winger,18000000,15/01/2014
andre schurrle Forward - Left Winger,20700000,12/08/2014
andre schurrle Forward - Left Winger,27000000,04/02/2015
andre schurrle Forward - Left Winger,22500000,01/07/2015
andre schurrle Forward - Left Winger,16200000,16/10/2015
andre schurrle Forward - Left Winger,16200000,15/02/2016
andre schurrle Forward - Left Winger,16200000,01/06/2016
andre schurrle Forward - Left Winger,22500000,22/07/2016
andre schurrle Forward - Left Winger,20700000,07/02/2017
andre schurrle Forward - Left Winger,18000000,19/06/2017
andre schurrle Forward - Left Winger,16200000,28/12/2017
andre schurrle Forward - Left Winger,13500000,05/06/2018
andre schurrle Forward - Left Winger,13500000,19/12/2018
andre schurrle Forward - Left Winger,10800000,13/06/2019
andre schurrle Forward - Left Winger,7200000,23/12/2019
andre schurrle Forward - Left Winger,5850000,08/04/2020
andre schurrle Forward - Left Winger,4050000,29/06/2020
andre schurrle Forward - Left Winger,0,17/07/2020
stipe perica Forward - Centre-Forward,360000,03/03/2013
stipe perica Forward - Centre-Forward,675000,26/09/2013
stipe perica Forward - Centre-Forward,900000,11/02/2014
stipe perica Forward - Centre-Forward,810000,12/02/2015
stipe perica Forward - Centre-Forward,810000,01/07/2015
stipe perica Forward - Centre-Forward,900000,04/01/2016
stipe perica Forward - Centre-Forward,2250000,15/07/2016
stipe perica Forward - Centre-Forward,2250000,02/01/2017
stipe perica Forward - Centre-Forward,2700000,08/06/2017
stipe perica Forward - Centre-Forward,2520000,29/12/2017
stipe perica Forward - Centre-Forward,2160000,07/06/2018
stipe perica Forward - Centre-Forward,1800000,12/10/2018
stipe perica Forward - Centre-Forward,1350000,20/12/2018
stipe perica Forward - Centre-Forward,900000,04/06/2019
stipe perica Forward - Centre-Forward,1530000,13/12/2019
stipe perica Forward - Centre-Forward,1260000,08/04/2020
stipe perica Forward - Centre-Forward,1260000,25/08/2020
thibaut courtois Goalkeeper,45000,27/05/2009
thibaut courtois Goalkeeper,135000,28/07/2010
thibaut courtois Goalkeeper,900000,06/10/2010
thibaut courtois Goalkeeper,1800000,28/12/2010
thibaut courtois Goalkeeper,2700000,24/05/2011
thibaut courtois Goalkeeper,3600000,28/06/2011
thibaut courtois Goalkeeper,5400000,29/07/2011
thibaut courtois Goalkeeper,8100000,03/02/2012
thibaut courtois Goalkeeper,13500000,01/08/2012
thibaut courtois Goalkeeper,13500000,10/01/2013
thibaut courtois Goalkeeper,16200000,12/06/2013
thibaut courtois Goalkeeper,22500000,17/09/2013
thibaut courtois Goalkeeper,22500000,23/01/2014
thibaut courtois Goalkeeper,22500000,12/08/2014
thibaut courtois Goalkeeper,27000000,12/02/2015
thibaut courtois Goalkeeper,31500000,01/07/2015
thibaut courtois Goalkeeper,31500000,09/02/2016
thibaut courtois Goalkeeper,31500000,01/06/2016
thibaut courtois Goalkeeper,31500000,01/08/2016
thibaut courtois Goalkeeper,36000000,20/02/2017
thibaut courtois Goalkeeper,36000000,28/06/2017
thibaut courtois Goalkeeper,45000000,02/01/2018
thibaut courtois Goalkeeper,54000000,23/03/2018
thibaut courtois Goalkeeper,54000000,28/05/2018
thibaut courtois Goalkeeper,58500000,16/07/2018
thibaut courtois Goalkeeper,58500000,21/12/2018
thibaut courtois Goalkeeper,49500000,11/06/2019
thibaut courtois Goalkeeper,49500000,20/12/2019
thibaut courtois Goalkeeper,54000000,05/03/2020
thibaut courtois Goalkeeper,43200000,08/04/2020
thibaut courtois Goalkeeper,54000000,23/07/2020
thibaut courtois Goalkeeper,67500000,08/10/2020
samuel etoo Forward - Centre-Forward,21600000,04/10/2004
samuel etoo Forward - Centre-Forward,24300000,20/12/2004
samuel etoo Forward - Centre-Forward,27900000,21/06/2005
samuel etoo Forward - Centre-Forward,32400000,20/01/2006
samuel etoo Forward - Centre-Forward,34200000,25/06/2007
samuel etoo Forward - Centre-Forward,36000000,04/02/2008
samuel etoo Forward - Centre-Forward,36000000,22/07/2008
samuel etoo Forward - Centre-Forward,37800000,26/01/2009
samuel etoo Forward - Centre-Forward,31500000,22/07/2009
samuel etoo Forward - Centre-Forward,36000000,06/09/2009
samuel etoo Forward - Centre-Forward,33750000,02/08/2010
samuel etoo Forward - Centre-Forward,36000000,20/01/2011
samuel etoo Forward - Centre-Forward,37800000,21/06/2011
samuel etoo Forward - Centre-Forward,31500000,18/10/2011
samuel etoo Forward - Centre-Forward,27000000,15/12/2011
samuel etoo Forward - Centre-Forward,25200000,02/07/2012
samuel etoo Forward - Centre-Forward,24300000,13/01/2013
samuel etoo Forward - Centre-Forward,19800000,19/06/2013
samuel etoo Forward - Centre-Forward,10800000,18/09/2013
samuel etoo Forward - Centre-Forward,8100000,15/01/2014
samuel etoo Forward - Centre-Forward,6300000,05/10/2014
samuel etoo Forward - Centre-Forward,4050000,12/02/2015
samuel etoo Forward - Centre-Forward,1800000,30/06/2015
samuel etoo Forward - Centre-Forward,1800000,18/01/2016
samuel etoo Forward - Centre-Forward,1800000,15/07/2016
samuel etoo Forward - Centre-Forward,1530000,10/01/2017
samuel etoo Forward - Centre-Forward,1350000,09/06/2017
samuel etoo Forward - Centre-Forward,1350000,12/02/2018
samuel etoo Forward - Centre-Forward,900000,29/05/2018
samuel etoo Forward - Centre-Forward,900000,03/05/2019
samuel etoo Forward - Centre-Forward,0,07/09/2019
nemanja matic Midfielder - Defensive Midfield,315000,21/10/2008
nemanja matic Midfielder - Defensive Midfield,1350000,22/02/2009
nemanja matic Midfielder - Defensive Midfield,1800000,25/01/2010
nemanja matic Midfielder - Defensive Midfield,2025000,17/01/2011
nemanja matic Midfielder - Defensive Midfield,2700000,28/06/2011
nemanja matic Midfielder - Defensive Midfield,3600000,02/02/2012
nemanja matic Midfielder - Defensive Midfield,5400000,07/07/2012
nemanja matic Midfielder - Defensive Midfield,12600000,27/03/2013
nemanja matic Midfielder - Defensive Midfield,19800000,02/07/2013
nemanja matic Midfielder - Defensive Midfield,24300000,08/10/2013
nemanja matic Midfielder - Defensive Midfield,22500000,05/02/2014
nemanja matic Midfielder - Defensive Midfield,23400000,12/08/2014
nemanja matic Midfielder - Defensive Midfield,30600000,12/02/2015
nemanja matic Midfielder - Defensive Midfield,36000000,01/07/2015
nemanja matic Midfielder - Defensive Midfield,34200000,09/02/2016
nemanja matic Midfielder - Defensive Midfield,28800000,01/08/2016
nemanja matic Midfielder - Defensive Midfield,31500000,20/02/2017
nemanja matic Midfielder - Defensive Midfield,31500000,28/06/2017
nemanja matic Midfielder - Defensive Midfield,36000000,02/01/2018
nemanja matic Midfielder - Defensive Midfield,36000000,28/05/2018
nemanja matic Midfielder - Defensive Midfield,31500000,19/12/2018
nemanja matic Midfielder - Defensive Midfield,27000000,13/06/2019
nemanja matic Midfielder - Defensive Midfield,22500000,12/09/2019
nemanja matic Midfielder - Defensive Midfield,18000000,10/12/2019
nemanja matic Midfielder - Defensive Midfield,14400000,08/04/2020
nemanja matic Midfielder - Defensive Midfield,14400000,13/10/2020
willian Forward - Right Winger,9900000,24/08/2007
willian Forward - Right Winger,5400000,12/03/2008
willian Forward - Right Winger,7560000,13/09/2008
willian Forward - Right Winger,7200000,14/12/2008
willian Forward - Right Winger,8100000,04/02/2009
willian Forward - Right Winger,9000000,25/05/2009
willian Forward - Right Winger,9900000,23/09/2009
willian Forward - Right Winger,10350000,16/02/2010
willian Forward - Right Winger,10350000,28/08/2010
willian Forward - Right Winger,11700000,02/01/2011
willian Forward - Right Winger,13500000,11/03/2011
willian Forward - Right Winger,17100000,29/02/2012
willian Forward - Right Winger,18000000,02/07/2012
willian Forward - Right Winger,22500000,21/11/2012
willian Forward - Right Winger,27000000,10/02/2013
willian Forward - Right Winger,27000000,19/06/2013
willian Forward - Right Winger,31500000,18/09/2013
willian Forward - Right Winger,27000000,15/01/2014
willian Forward - Right Winger,27000000,12/08/2014
willian Forward - Right Winger,27000000,12/02/2015
willian Forward - Right Winger,27000000,01/07/2015
willian Forward - Right Winger,28800000,09/02/2016
willian Forward - Right Winger,28800000,01/08/2016
willian Forward - Right Winger,28800000,20/02/2017
willian Forward - Right Winger,28800000,28/06/2017
willian Forward - Right Winger,28800000,02/01/2018
willian Forward - Right Winger,28800000,28/05/2018
willian Forward - Right Winger,34200000,16/07/2018
willian Forward - Right Winger,45000000,13/08/2018
willian Forward - Right Winger,45000000,19/12/2018
willian Forward - Right Winger,36000000,13/06/2019
willian Forward - Right Winger,31500000,12/09/2019
willian Forward - Right Winger,28800000,10/12/2019
willian Forward - Right Winger,25200000,09/03/2020
willian Forward - Right Winger,20250000,08/04/2020
willian Forward - Right Winger,17100000,13/10/2020
cristian cuevas Defender - Left-Back,67500,29/12/2011
cristian cuevas Defender - Left-Back,1530000,25/07/2013
cristian cuevas Defender - Left-Back,1350000,10/02/2014
cristian cuevas Defender - Left-Back,1350000,07/02/2016
cristian cuevas Defender - Left-Back,1080000,01/08/2016
cristian cuevas Defender - Left-Back,900000,21/01/2017
cristian cuevas Defender - Left-Back,810000,06/06/2017
cristian cuevas Defender - Left-Back,1125000,17/01/2018
cristian cuevas Defender - Left-Back,900000,12/06/2018
cristian cuevas Defender - Left-Back,1125000,19/12/2018
cristian cuevas Defender - Left-Back,900000,03/06/2019
cristian cuevas Defender - Left-Back,495000,07/12/2019
cristian cuevas Defender - Left-Back,405000,08/04/2020
bertrand traore Forward - Right Winger,157500,20/01/2012
bertrand traore Forward - Right Winger,0,29/02/2012
bertrand traore Forward - Right Winger,450000,11/02/2014
bertrand traore Forward - Right Winger,1350000,10/08/2014
bertrand traore Forward - Right Winger,2250000,16/02/2015
bertrand traore Forward - Right Winger,3600000,01/07/2015
bertrand traore Forward - Right Winger,3600000,09/02/2016
bertrand traore Forward - Right Winger,3600000,01/08/2016
bertrand traore Forward - Right Winger,4500000,18/01/2017
bertrand traore Forward - Right Winger,7200000,07/06/2017
bertrand traore Forward - Right Winger,10800000,24/01/2018
bertrand traore Forward - Right Winger,16200000,04/06/2018
bertrand traore Forward - Right Winger,16200000,17/12/2018
bertrand traore Forward - Right Winger,13500000,03/06/2019
bertrand traore Forward - Right Winger,10800000,19/12/2019
bertrand traore Forward - Right Winger,8550000,08/04/2020
bertrand traore Forward - Right Winger,11700000,13/10/2020
thorgan hazard Forward - Left Winger,135000,22/07/2011
thorgan hazard Forward - Left Winger,225000,03/09/2011
thorgan hazard Forward - Left Winger,360000,24/12/2011
thorgan hazard Forward - Left Winger,450000,01/06/2012
thorgan hazard Forward - Left Winger,900000,18/09/2012
thorgan hazard Forward - Left Winger,1350000,09/01/2013
thorgan hazard Forward - Left Winger,3600000,25/06/2013
thorgan hazard Forward - Left Winger,5400000,08/10/2013
thorgan hazard Forward - Left Winger,9000000,10/02/2014
thorgan hazard Forward - Left Winger,9000000,28/06/2014
thorgan hazard Forward - Left Winger,9000000,10/07/2014
thorgan hazard Forward - Left Winger,9000000,04/02/2015
thorgan hazard Forward - Left Winger,9000000,01/07/2015
thorgan hazard Forward - Left Winger,6750000,15/02/2016
thorgan hazard Forward - Left Winger,7650000,22/07/2016
thorgan hazard Forward - Left Winger,10800000,13/10/2016
thorgan hazard Forward - Left Winger,10800000,07/02/2017
thorgan hazard Forward - Left Winger,10800000,19/06/2017
thorgan hazard Forward - Left Winger,18000000,28/12/2017
thorgan hazard Forward - Left Winger,19800000,05/06/2018
thorgan hazard Forward - Left Winger,22500000,22/10/2018
thorgan hazard Forward - Left Winger,34200000,18/12/2018
thorgan hazard Forward - Left Winger,40500000,06/03/2019
thorgan hazard Forward - Left Winger,34200000,05/06/2019
thorgan hazard Forward - Left Winger,36000000,17/12/2019
thorgan hazard Forward - Left Winger,28800000,08/04/2020
lewis baker Midfielder - Central Midfield,225000,25/07/2013
lewis baker Midfielder - Central Midfield,450000,12/02/2015
lewis baker Midfielder - Central Midfield,450000,01/07/2015
lewis baker Midfielder - Central Midfield,1125000,11/11/2015
lewis baker Midfielder - Central Midfield,1125000,05/02/2016
lewis baker Midfielder - Central Midfield,1575000,15/07/2016
lewis baker Midfielder - Central Midfield,2250000,17/10/2016
lewis baker Midfielder - Central Midfield,3600000,18/01/2017
lewis baker Midfielder - Central Midfield,4950000,07/06/2017
lewis baker Midfielder - Central Midfield,4950000,27/02/2018
lewis baker Midfielder - Central Midfield,4950000,24/09/2018
lewis baker Midfielder - Central Midfield,4500000,27/02/2019
lewis baker Midfielder - Central Midfield,3600000,13/06/2019
lewis baker Midfielder - Central Midfield,3150000,17/12/2019
lewis baker Midfielder - Central Midfield,2520000,08/04/2020
marco van ginkel Midfielder - Central Midfield,45000,20/08/2010
marco van ginkel Midfielder - Central Midfield,135000,25/08/2010
marco van ginkel Midfielder - Central Midfield,225000,17/01/2011
marco van ginkel Midfielder - Central Midfield,405000,28/02/2011
marco van ginkel Midfielder - Central Midfield,765000,28/06/2011
marco van ginkel Midfielder - Central Midfield,1350000,21/10/2011
marco van ginkel Midfielder - Central Midfield,1800000,13/07/2012
marco van ginkel Midfielder - Central Midfield,2700000,09/10/2012
marco van ginkel Midfielder - Central Midfield,5400000,12/01/2013
marco van ginkel Midfielder - Central Midfield,7200000,04/06/2013
marco van ginkel Midfielder - Central Midfield,8550000,18/09/2013
marco van ginkel Midfielder - Central Midfield,8100000,15/01/2014
marco van ginkel Midfielder - Central Midfield,8100000,12/08/2014
marco van ginkel Midfielder - Central Midfield,6750000,07/01/2015
marco van ginkel Midfielder - Central Midfield,6750000,01/07/2015
marco van ginkel Midfielder - Central Midfield,6300000,05/02/2016
marco van ginkel Midfielder - Central Midfield,6300000,01/07/2016
marco van ginkel Midfielder - Central Midfield,6300000,01/08/2016
marco van ginkel Midfielder - Central Midfield,6300000,18/01/2017
marco van ginkel Midfielder - Central Midfield,6750000,07/06/2017
marco van ginkel Midfielder - Central Midfield,9000000,17/01/2018
marco van ginkel Midfielder - Central Midfield,10800000,12/06/2018
marco van ginkel Midfielder - Central Midfield,10800000,19/12/2018
marco van ginkel Midfielder - Central Midfield,9000000,05/03/2019
marco van ginkel Midfielder - Central Midfield,9000000,13/06/2019
marco van ginkel Midfielder - Central Midfield,6300000,10/12/2019
marco van ginkel Midfielder - Central Midfield,3600000,09/03/2020
marco van ginkel Midfielder - Central Midfield,2880000,08/04/2020
marco van ginkel Midfielder - Central Midfield,2880000,14/10/2020
kevin de bruyne Midfielder - Attacking Midfield,90000,22/10/2008
kevin de bruyne Midfielder - Attacking Midfield,360000,04/09/2009
kevin de bruyne Midfielder - Attacking Midfield,585000,07/12/2009
