Player Name Position,Transfer Value,Transfer Date
haris vuckic Forward - Centre-Forward,450000,28/06/2017
haris vuckic Forward - Centre-Forward,540000,17/01/2018
haris vuckic Forward - Centre-Forward,810000,27/03/2018
haris vuckic Forward - Centre-Forward,675000,12/06/2018
haris vuckic Forward - Centre-Forward,360000,21/01/2019
haris vuckic Forward - Centre-Forward,360000,03/07/2019
haris vuckic Forward - Centre-Forward,720000,19/09/2019
haris vuckic Forward - Centre-Forward,720000,18/12/2019
haris vuckic Forward - Centre-Forward,585000,08/04/2020
haris vuckic Forward - Centre-Forward,540000,08/10/2020
rob elliot Goalkeeper,67500,03/04/2006
rob elliot Goalkeeper,90000,06/01/2009
rob elliot Goalkeeper,270000,19/04/2010
rob elliot Goalkeeper,225000,01/09/2011
rob elliot Goalkeeper,225000,06/02/2012
rob elliot Goalkeeper,225000,24/06/2012
rob elliot Goalkeeper,225000,28/01/2013
rob elliot Goalkeeper,450000,02/07/2013
rob elliot Goalkeeper,900000,15/01/2014
rob elliot Goalkeeper,900000,12/08/2014
rob elliot Goalkeeper,900000,12/02/2015
rob elliot Goalkeeper,900000,01/07/2015
rob elliot Goalkeeper,1350000,09/02/2016
rob elliot Goalkeeper,1350000,01/09/2016
rob elliot Goalkeeper,1350000,27/02/2017
rob elliot Goalkeeper,900000,28/06/2017
rob elliot Goalkeeper,1350000,02/01/2018
rob elliot Goalkeeper,1350000,28/05/2018
rob elliot Goalkeeper,1350000,19/12/2018
rob elliot Goalkeeper,900000,13/06/2019
rob elliot Goalkeeper,675000,10/12/2019
rob elliot Goalkeeper,540000,08/04/2020
paul dummett Defender - Centre-Back,45000,17/09/2012
paul dummett Defender - Centre-Back,0,07/01/2013
paul dummett Defender - Centre-Back,180000,14/02/2013
paul dummett Defender - Centre-Back,675000,28/03/2014
paul dummett Defender - Centre-Back,1350000,12/08/2014
paul dummett Defender - Centre-Back,2250000,12/02/2015
paul dummett Defender - Centre-Back,3150000,01/07/2015
paul dummett Defender - Centre-Back,3150000,09/02/2016
paul dummett Defender - Centre-Back,3150000,01/09/2016
paul dummett Defender - Centre-Back,3150000,27/02/2017
paul dummett Defender - Centre-Back,3150000,28/06/2017
paul dummett Defender - Centre-Back,3150000,02/01/2018
paul dummett Defender - Centre-Back,3150000,28/05/2018
paul dummett Defender - Centre-Back,3150000,19/12/2018
paul dummett Defender - Centre-Back,4500000,13/06/2019
paul dummett Defender - Centre-Back,6300000,12/09/2019
paul dummett Defender - Centre-Back,6300000,10/12/2019
paul dummett Defender - Centre-Back,4950000,08/04/2020
paul dummett Defender - Centre-Back,4050000,13/10/2020
nile ranger Forward - Centre-Forward,45000,25/06/2009
nile ranger Forward - Centre-Forward,225000,26/06/2009
nile ranger Forward - Centre-Forward,450000,19/07/2010
nile ranger Forward - Centre-Forward,1350000,01/02/2011
nile ranger Forward - Centre-Forward,1350000,08/08/2011
nile ranger Forward - Centre-Forward,1350000,06/02/2012
nile ranger Forward - Centre-Forward,900000,24/06/2012
nile ranger Forward - Centre-Forward,900000,28/01/2013
nile ranger Forward - Centre-Forward,450000,22/07/2013
nile ranger Forward - Centre-Forward,450000,24/02/2015
nile ranger Forward - Centre-Forward,360000,16/10/2015
nile ranger Forward - Centre-Forward,225000,11/10/2016
fabricio coloccini Defender - Centre-Back,7200000,04/10/2004
fabricio coloccini Defender - Centre-Back,5760000,02/08/2007
fabricio coloccini Defender - Centre-Back,5400000,27/08/2007
fabricio coloccini Defender - Centre-Back,6300000,04/02/2008
fabricio coloccini Defender - Centre-Back,8100000,08/04/2008
fabricio coloccini Defender - Centre-Back,9000000,16/07/2008
fabricio coloccini Defender - Centre-Back,7200000,23/02/2009
fabricio coloccini Defender - Centre-Back,5580000,25/06/2009
fabricio coloccini Defender - Centre-Back,5400000,19/07/2010
fabricio coloccini Defender - Centre-Back,5850000,01/02/2011
fabricio coloccini Defender - Centre-Back,5850000,08/08/2011
fabricio coloccini Defender - Centre-Back,6300000,06/02/2012
fabricio coloccini Defender - Centre-Back,7200000,24/06/2012
fabricio coloccini Defender - Centre-Back,7200000,28/01/2013
fabricio coloccini Defender - Centre-Back,5400000,02/07/2013
fabricio coloccini Defender - Centre-Back,4050000,15/01/2014
fabricio coloccini Defender - Centre-Back,2700000,12/08/2014
fabricio coloccini Defender - Centre-Back,2250000,12/02/2015
fabricio coloccini Defender - Centre-Back,1800000,01/07/2015
fabricio coloccini Defender - Centre-Back,1800000,09/02/2016
fabricio coloccini Defender - Centre-Back,1800000,08/08/2016
fabricio coloccini Defender - Centre-Back,1350000,13/02/2017
fabricio coloccini Defender - Centre-Back,720000,09/10/2017
fabricio coloccini Defender - Centre-Back,540000,08/05/2018
fabricio coloccini Defender - Centre-Back,360000,18/12/2018
fabricio coloccini Defender - Centre-Back,360000,06/08/2019
fabricio coloccini Defender - Centre-Back,270000,05/12/2019
steve harper Goalkeeper,2700000,04/10/2004
steve harper Goalkeeper,1800000,01/02/2005
steve harper Goalkeeper,1170000,14/06/2006
steve harper Goalkeeper,1170000,27/04/2007
steve harper Goalkeeper,1350000,01/09/2007
steve harper Goalkeeper,1980000,25/06/2009
steve harper Goalkeeper,2250000,19/07/2010
steve harper Goalkeeper,1800000,01/02/2011
steve harper Goalkeeper,1350000,08/08/2011
steve harper Goalkeeper,675000,06/02/2012
steve harper Goalkeeper,450000,24/06/2012
steve harper Goalkeeper,450000,28/01/2013
steve harper Goalkeeper,225000,02/07/2013
steve harper Goalkeeper,0,03/07/2013
steve harper Goalkeeper,225000,18/09/2013
steve harper Goalkeeper,225000,15/01/2014
steve harper Goalkeeper,225000,12/08/2014
steve harper Goalkeeper,225000,12/02/2015
steve harper Goalkeeper,0,01/07/2015
steve harper Goalkeeper,225000,09/02/2016
steve harper Goalkeeper,0,01/07/2016
cheik tiote Midfielder - Defensive Midfield,675000,02/09/2005
cheik tiote Midfielder - Defensive Midfield,900000,12/09/2006
cheik tiote Midfielder - Defensive Midfield,2025000,29/07/2008
cheik tiote Midfielder - Defensive Midfield,2250000,02/12/2008
cheik tiote Midfielder - Defensive Midfield,2430000,22/05/2009
cheik tiote Midfielder - Defensive Midfield,2700000,02/01/2010
cheik tiote Midfielder - Defensive Midfield,3150000,01/08/2010
cheik tiote Midfielder - Defensive Midfield,4500000,01/02/2011
cheik tiote Midfielder - Defensive Midfield,7200000,08/08/2011
cheik tiote Midfielder - Defensive Midfield,9900000,06/02/2012
cheik tiote Midfielder - Defensive Midfield,11250000,24/06/2012
cheik tiote Midfielder - Defensive Midfield,9450000,28/01/2013
cheik tiote Midfielder - Defensive Midfield,9000000,02/07/2013
cheik tiote Midfielder - Defensive Midfield,9000000,15/01/2014
cheik tiote Midfielder - Defensive Midfield,7200000,12/08/2014
cheik tiote Midfielder - Defensive Midfield,7200000,12/02/2015
cheik tiote Midfielder - Defensive Midfield,6750000,01/07/2015
cheik tiote Midfielder - Defensive Midfield,5400000,09/02/2016
cheik tiote Midfielder - Defensive Midfield,4500000,01/09/2016
cheik tiote Midfielder - Defensive Midfield,2880000,05/03/2017
danny guthrie Midfielder - Central Midfield,45000,04/10/2004
danny guthrie Midfielder - Central Midfield,225000,23/07/2007
danny guthrie Midfielder - Central Midfield,270000,29/07/2007
danny guthrie Midfielder - Central Midfield,1350000,21/01/2008
danny guthrie Midfielder - Central Midfield,1620000,04/07/2008
danny guthrie Midfielder - Central Midfield,3150000,13/07/2008
danny guthrie Midfielder - Central Midfield,4230000,23/02/2009
danny guthrie Midfielder - Central Midfield,4050000,25/06/2009
danny guthrie Midfielder - Central Midfield,4050000,19/07/2010
danny guthrie Midfielder - Central Midfield,3150000,01/02/2011
danny guthrie Midfielder - Central Midfield,2700000,08/08/2011
danny guthrie Midfielder - Central Midfield,3150000,06/02/2012
danny guthrie Midfielder - Central Midfield,3600000,24/06/2012
danny guthrie Midfielder - Central Midfield,2700000,28/01/2013
danny guthrie Midfielder - Central Midfield,2250000,02/07/2013
danny guthrie Midfielder - Central Midfield,2250000,08/01/2014
danny guthrie Midfielder - Central Midfield,1575000,24/02/2015
danny guthrie Midfielder - Central Midfield,1350000,24/09/2015
danny guthrie Midfielder - Central Midfield,900000,20/04/2016
danny guthrie Midfielder - Central Midfield,900000,01/09/2016
danny guthrie Midfielder - Central Midfield,675000,27/02/2017
danny guthrie Midfielder - Central Midfield,450000,05/07/2018
danny guthrie Midfielder - Central Midfield,450000,22/12/2018
danny guthrie Midfielder - Central Midfield,360000,08/04/2020
papiss demba cisse Forward - Centre-Forward,225000,21/08/2005
papiss demba cisse Forward - Centre-Forward,405000,20/09/2007
papiss demba cisse Forward - Centre-Forward,540000,27/12/2007
papiss demba cisse Forward - Centre-Forward,675000,09/04/2008
papiss demba cisse Forward - Centre-Forward,900000,02/09/2008
papiss demba cisse Forward - Centre-Forward,1260000,13/12/2008
papiss demba cisse Forward - Centre-Forward,1620000,03/06/2009
papiss demba cisse Forward - Centre-Forward,1800000,13/12/2009
papiss demba cisse Forward - Centre-Forward,2700000,13/06/2010
papiss demba cisse Forward - Centre-Forward,3150000,28/09/2010
papiss demba cisse Forward - Centre-Forward,4050000,19/10/2010
papiss demba cisse Forward - Centre-Forward,6300000,12/01/2011
papiss demba cisse Forward - Centre-Forward,9000000,11/02/2011
papiss demba cisse Forward - Centre-Forward,12150000,29/06/2011
papiss demba cisse Forward - Centre-Forward,12150000,20/01/2012
papiss demba cisse Forward - Centre-Forward,17100000,24/06/2012
papiss demba cisse Forward - Centre-Forward,13950000,28/01/2013
papiss demba cisse Forward - Centre-Forward,13050000,02/07/2013
papiss demba cisse Forward - Centre-Forward,9000000,15/01/2014
papiss demba cisse Forward - Centre-Forward,6300000,12/08/2014
papiss demba cisse Forward - Centre-Forward,7200000,12/02/2015
papiss demba cisse Forward - Centre-Forward,7200000,01/07/2015
papiss demba cisse Forward - Centre-Forward,6750000,09/02/2016
papiss demba cisse Forward - Centre-Forward,4500000,20/11/2016
papiss demba cisse Forward - Centre-Forward,4500000,05/03/2017
papiss demba cisse Forward - Centre-Forward,4500000,19/06/2017
papiss demba cisse Forward - Centre-Forward,3600000,01/12/2017
papiss demba cisse Forward - Centre-Forward,2250000,05/06/2018
papiss demba cisse Forward - Centre-Forward,1800000,04/01/2019
papiss demba cisse Forward - Centre-Forward,1575000,04/06/2019
papiss demba cisse Forward - Centre-Forward,1800000,04/10/2019
papiss demba cisse Forward - Centre-Forward,1620000,03/01/2020
papiss demba cisse Forward - Centre-Forward,1260000,08/04/2020
papiss demba cisse Forward - Centre-Forward,1350000,04/08/2020
james perch Midfielder - Defensive Midfield,270000,06/08/2008
james perch Midfielder - Defensive Midfield,900000,06/01/2009
james perch Midfielder - Defensive Midfield,900000,19/07/2010
james perch Midfielder - Defensive Midfield,1350000,01/02/2011
james perch Midfielder - Defensive Midfield,1350000,08/08/2011
james perch Midfielder - Defensive Midfield,1350000,06/02/2012
james perch Midfielder - Defensive Midfield,1800000,24/06/2012
james perch Midfielder - Defensive Midfield,3600000,28/01/2013
james perch Midfielder - Defensive Midfield,2700000,02/07/2013
james perch Midfielder - Defensive Midfield,1800000,18/09/2013
james perch Midfielder - Defensive Midfield,1800000,08/01/2014
james perch Midfielder - Defensive Midfield,1350000,24/02/2015
james perch Midfielder - Defensive Midfield,1350000,24/09/2015
james perch Midfielder - Defensive Midfield,1350000,20/04/2016
james perch Midfielder - Defensive Midfield,1350000,01/09/2016
james perch Midfielder - Defensive Midfield,1350000,27/02/2017
james perch Midfielder - Defensive Midfield,900000,18/09/2017
james perch Midfielder - Defensive Midfield,900000,27/02/2018
james perch Midfielder - Defensive Midfield,720000,08/04/2020
davide santon Defender - Right-Back,45000,25/08/2008
davide santon Defender - Right-Back,90000,25/08/2008
davide santon Defender - Right-Back,2250000,06/02/2009
davide santon Defender - Right-Back,6300000,06/08/2009
davide santon Defender - Right-Back,9000000,02/08/2010
davide santon Defender - Right-Back,8100000,20/01/2011
davide santon Defender - Right-Back,6750000,21/06/2011
davide santon Defender - Right-Back,6300000,06/02/2012
davide santon Defender - Right-Back,7200000,24/06/2012
davide santon Defender - Right-Back,9000000,28/01/2013
davide santon Defender - Right-Back,9000000,02/07/2013
davide santon Defender - Right-Back,9000000,15/01/2014
davide santon Defender - Right-Back,7200000,12/08/2014
davide santon Defender - Right-Back,6300000,12/02/2015
davide santon Defender - Right-Back,6300000,01/07/2015
davide santon Defender - Right-Back,7200000,04/01/2016
davide santon Defender - Right-Back,6300000,01/04/2016
davide santon Defender - Right-Back,5400000,15/07/2016
davide santon Defender - Right-Back,4950000,02/01/2017
davide santon Defender - Right-Back,4500000,08/06/2017
davide santon Defender - Right-Back,4500000,29/12/2017
davide santon Defender - Right-Back,2700000,07/06/2018
davide santon Defender - Right-Back,4500000,12/10/2018
davide santon Defender - Right-Back,4500000,20/12/2018
davide santon Defender - Right-Back,4500000,06/06/2019
davide santon Defender - Right-Back,4500000,12/12/2019
davide santon Defender - Right-Back,3600000,08/04/2020
davide santon Defender - Right-Back,3600000,25/08/2020
hatem ben arfa Midfielder - Attacking Midfield,540000,04/10/2004
hatem ben arfa Midfielder - Attacking Midfield,1125000,17/10/2004
hatem ben arfa Midfielder - Attacking Midfield,900000,07/08/2005
hatem ben arfa Midfielder - Attacking Midfield,1170000,17/06/2007
hatem ben arfa Midfielder - Attacking Midfield,1800000,21/09/2007
hatem ben arfa Midfielder - Attacking Midfield,3150000,29/10/2007
hatem ben arfa Midfielder - Attacking Midfield,4500000,27/12/2007
hatem ben arfa Midfielder - Attacking Midfield,8100000,25/01/2008
hatem ben arfa Midfielder - Attacking Midfield,9000000,01/07/2008
hatem ben arfa Midfielder - Attacking Midfield,10800000,30/12/2008
hatem ben arfa Midfielder - Attacking Midfield,9000000,18/05/2009
hatem ben arfa Midfielder - Attacking Midfield,6300000,22/12/2009
hatem ben arfa Midfielder - Attacking Midfield,7200000,18/05/2010
hatem ben arfa Midfielder - Attacking Midfield,6300000,01/08/2010
hatem ben arfa Midfielder - Attacking Midfield,6300000,01/02/2011
hatem ben arfa Midfielder - Attacking Midfield,6300000,08/08/2011
hatem ben arfa Midfielder - Attacking Midfield,7650000,06/02/2012
hatem ben arfa Midfielder - Attacking Midfield,12150000,24/06/2012
hatem ben arfa Midfielder - Attacking Midfield,12150000,28/01/2013
hatem ben arfa Midfielder - Attacking Midfield,12150000,02/07/2013
hatem ben arfa Midfielder - Attacking Midfield,10800000,15/01/2014
hatem ben arfa Midfielder - Attacking Midfield,8100000,12/08/2014
hatem ben arfa Midfielder - Attacking Midfield,5400000,14/01/2015
hatem ben arfa Midfielder - Attacking Midfield,9000000,04/02/2016
hatem ben arfa Midfielder - Attacking Midfield,12600000,13/07/2016
hatem ben arfa Midfielder - Attacking Midfield,12600000,16/01/2017
hatem ben arfa Midfielder - Attacking Midfield,9000000,01/06/2017
hatem ben arfa Midfielder - Attacking Midfield,7200000,24/01/2018
hatem ben arfa Midfielder - Attacking Midfield,4500000,04/06/2018
hatem ben arfa Midfielder - Attacking Midfield,5400000,17/12/2018
hatem ben arfa Midfielder - Attacking Midfield,5400000,03/06/2019
hatem ben arfa Midfielder - Attacking Midfield,4500000,11/02/2020
hatem ben arfa Midfielder - Attacking Midfield,3600000,08/04/2020
fraser forster Goalkeeper,67500,29/07/2007
fraser forster Goalkeeper,360000,29/01/2008
fraser forster Goalkeeper,360000,25/06/2009
fraser forster Goalkeeper,450000,19/07/2010
fraser forster Goalkeeper,1350000,22/10/2010
fraser forster Goalkeeper,1800000,04/02/2011
fraser forster Goalkeeper,1800000,24/07/2012
fraser forster Goalkeeper,2475000,17/09/2012
fraser forster Goalkeeper,3600000,13/02/2013
fraser forster Goalkeeper,4050000,08/10/2013
fraser forster Goalkeeper,9000000,12/08/2014
fraser forster Goalkeeper,10800000,12/02/2015
fraser forster Goalkeeper,10800000,01/07/2015
fraser forster Goalkeeper,10800000,09/02/2016
fraser forster Goalkeeper,13500000,01/06/2016
fraser forster Goalkeeper,13500000,01/08/2016
fraser forster Goalkeeper,13500000,20/02/2017
fraser forster Goalkeeper,13500000,28/06/2017
fraser forster Goalkeeper,13500000,02/01/2018
fraser forster Goalkeeper,13500000,28/05/2018
fraser forster Goalkeeper,10800000,17/10/2018
fraser forster Goalkeeper,9000000,19/12/2018
fraser forster Goalkeeper,7200000,13/06/2019
fraser forster Goalkeeper,7200000,05/02/2020
fraser forster Goalkeeper,5850000,08/04/2020
fraser forster Goalkeeper,4050000,13/10/2020
shola ameobi Forward - Centre-Forward,5400000,04/10/2004
shola ameobi Forward - Centre-Forward,5850000,14/06/2006
shola ameobi Forward - Centre-Forward,5130000,03/05/2007
shola ameobi Forward - Centre-Forward,4950000,01/09/2007
shola ameobi Forward - Centre-Forward,3150000,29/01/2008
shola ameobi Forward - Centre-Forward,1350000,04/07/2008
shola ameobi Forward - Centre-Forward,2520000,23/02/2009
shola ameobi Forward - Centre-Forward,2250000,25/06/2009
shola ameobi Forward - Centre-Forward,2250000,19/07/2010
shola ameobi Forward - Centre-Forward,3600000,01/02/2011
shola ameobi Forward - Centre-Forward,3150000,08/08/2011
shola ameobi Forward - Centre-Forward,2250000,06/02/2012
shola ameobi Forward - Centre-Forward,1800000,24/06/2012
shola ameobi Forward - Centre-Forward,1800000,28/01/2013
shola ameobi Forward - Centre-Forward,1800000,02/07/2013
shola ameobi Forward - Centre-Forward,1350000,15/01/2014
shola ameobi Forward - Centre-Forward,900000,12/02/2015
shola ameobi Forward - Centre-Forward,450000,30/05/2016
shola ameobi Forward - Centre-Forward,0,01/07/2018
gabriel obertan Midfielder - Attacking Midfield,45000,15/08/2006
gabriel obertan Midfielder - Attacking Midfield,180000,23/12/2006
gabriel obertan Midfielder - Attacking Midfield,1350000,28/06/2007
gabriel obertan Midfielder - Attacking Midfield,1575000,27/12/2007
gabriel obertan Midfielder - Attacking Midfield,2700000,05/05/2008
gabriel obertan Midfielder - Attacking Midfield,3150000,25/01/2010
gabriel obertan Midfielder - Attacking Midfield,3150000,01/02/2011
gabriel obertan Midfielder - Attacking Midfield,2700000,08/08/2011
gabriel obertan Midfielder - Attacking Midfield,3150000,06/02/2012
gabriel obertan Midfielder - Attacking Midfield,2700000,24/06/2012
gabriel obertan Midfielder - Attacking Midfield,2700000,28/01/2013
gabriel obertan Midfielder - Attacking Midfield,2250000,02/07/2013
gabriel obertan Midfielder - Attacking Midfield,1800000,15/01/2014
gabriel obertan Midfielder - Attacking Midfield,900000,12/08/2014
gabriel obertan Midfielder - Attacking Midfield,900000,12/02/2015
gabriel obertan Midfielder - Attacking Midfield,900000,01/07/2015
gabriel obertan Midfielder - Attacking Midfield,900000,09/02/2016
gabriel obertan Midfielder - Attacking Midfield,900000,27/12/2016
gabriel obertan Midfielder - Attacking Midfield,1080000,23/08/2017
gabriel obertan Midfielder - Attacking Midfield,1350000,09/02/2018
gabriel obertan Midfielder - Attacking Midfield,1800000,18/09/2018
gabriel obertan Midfielder - Attacking Midfield,1800000,24/01/2019
gabriel obertan Midfielder - Attacking Midfield,1170000,27/03/2019
gabriel obertan Midfielder - Attacking Midfield,765000,04/06/2019
gabriel obertan Midfielder - Attacking Midfield,765000,04/02/2020
gabriel obertan Midfielder - Attacking Midfield,607500,08/04/2020
gabriel obertan Midfielder - Attacking Midfield,585000,27/08/2020
alan smith Midfielder - Central Midfield,8100000,04/10/2004
alan smith Midfielder - Central Midfield,9450000,11/02/2005
alan smith Midfielder - Central Midfield,7650000,18/10/2005
alan smith Midfielder - Central Midfield,6300000,14/06/2006
alan smith Midfielder - Central Midfield,5850000,17/09/2006
alan smith Midfielder - Central Midfield,4860000,25/04/2007
alan smith Midfielder - Central Midfield,4950000,09/07/2007
alan smith Midfielder - Central Midfield,8100000,03/08/2007
alan smith Midfielder - Central Midfield,6300000,29/01/2008
alan smith Midfielder - Central Midfield,4950000,04/07/2008
alan smith Midfielder - Central Midfield,4140000,23/02/2009
alan smith Midfielder - Central Midfield,3510000,25/06/2009
alan smith Midfielder - Central Midfield,3150000,19/07/2010
alan smith Midfielder - Central Midfield,2700000,01/02/2011
alan smith Midfielder - Central Midfield,1800000,08/08/2011
alan smith Midfielder - Central Midfield,675000,14/03/2012
alan smith Midfielder - Central Midfield,450000,24/06/2012
alan smith Midfielder - Central Midfield,225000,13/03/2014
alan smith Midfielder - Central Midfield,225000,27/02/2015
alan smith Midfielder - Central Midfield,225000,05/08/2016
alan smith Midfielder - Central Midfield,0,01/07/2018
james tavernier Defender - Right-Back,67500,14/03/2012
james tavernier Defender - Right-Back,0,30/05/2012
james tavernier Defender - Right-Back,315000,19/08/2014
james tavernier Defender - Right-Back,315000,27/02/2015
james tavernier Defender - Right-Back,360000,16/11/2015
james tavernier Defender - Right-Back,585000,14/02/2017
james tavernier Defender - Right-Back,675000,04/03/2018
james tavernier Defender - Right-Back,765000,08/08/2018
james tavernier Defender - Right-Back,1800000,03/01/2019
james tavernier Defender - Right-Back,5400000,20/08/2019
james tavernier Defender - Right-Back,5400000,05/02/2020
james tavernier Defender - Right-Back,4320000,08/04/2020
james tavernier Defender - Right-Back,4500000,21/07/2020
steven taylor Defender - Centre-Back,180000,04/10/2004
steven taylor Defender - Centre-Back,450000,05/12/2004
steven taylor Defender - Centre-Back,900000,01/02/2005
steven taylor Defender - Centre-Back,1800000,14/06/2006
steven taylor Defender - Centre-Back,3690000,03/05/2007
steven taylor Defender - Centre-Back,4050000,04/07/2007
steven taylor Defender - Centre-Back,4725000,29/01/2008
steven taylor Defender - Centre-Back,5850000,04/07/2008
steven taylor Defender - Centre-Back,5400000,23/02/2009
steven taylor Defender - Centre-Back,5400000,25/06/2009
steven taylor Defender - Centre-Back,5400000,19/07/2010
steven taylor Defender - Centre-Back,5400000,01/02/2011
steven taylor Defender - Centre-Back,5400000,08/08/2011
steven taylor Defender - Centre-Back,5400000,06/02/2012
steven taylor Defender - Centre-Back,5400000,24/06/2012
steven taylor Defender - Centre-Back,4500000,28/01/2013
steven taylor Defender - Centre-Back,4500000,02/07/2013
steven taylor Defender - Centre-Back,3150000,15/01/2014
steven taylor Defender - Centre-Back,2700000,12/08/2014
steven taylor Defender - Centre-Back,2700000,12/02/2015
steven taylor Defender - Centre-Back,2700000,01/07/2015
steven taylor Defender - Centre-Back,1350000,09/02/2016
steven taylor Defender - Centre-Back,1125000,15/12/2016
steven taylor Defender - Centre-Back,900000,27/02/2017
steven taylor Defender - Centre-Back,450000,24/10/2017
steven taylor Defender - Centre-Back,450000,24/07/2018
steven taylor Defender - Centre-Back,450000,02/03/2019
steven taylor Defender - Centre-Back,450000,11/09/2019
steven taylor Defender - Centre-Back,360000,08/04/2020
ryan donaldson Forward - Right Winger,45000,17/08/2009
ryan donaldson Forward - Right Winger,0,25/09/2010
ryan donaldson Forward - Right Winger,90000,05/08/2016
mehdi abeid Midfielder - Central Midfield,45000,14/02/2013
mehdi abeid Midfielder - Central Midfield,450000,02/12/2013
mehdi abeid Midfielder - Central Midfield,675000,28/03/2014
mehdi abeid Midfielder - Central Midfield,900000,12/08/2014
mehdi abeid Midfielder - Central Midfield,900000,12/02/2015
mehdi abeid Midfielder - Central Midfield,1800000,01/07/2015
mehdi abeid Midfielder - Central Midfield,1350000,27/09/2015
mehdi abeid Midfielder - Central Midfield,1575000,21/06/2016
mehdi abeid Midfielder - Central Midfield,900000,16/01/2017
mehdi abeid Midfielder - Central Midfield,1575000,01/06/2017
mehdi abeid Midfielder - Central Midfield,1575000,24/01/2018
mehdi abeid Midfielder - Central Midfield,1575000,04/06/2018
mehdi abeid Midfielder - Central Midfield,1575000,17/12/2018
mehdi abeid Midfielder - Central Midfield,1575000,03/06/2019
mehdi abeid Midfielder - Central Midfield,1575000,19/12/2019
mehdi abeid Midfielder - Central Midfield,2250000,13/03/2020
mehdi abeid Midfielder - Central Midfield,1800000,08/04/2020
yohan cabaye Midfielder - Central Midfield,45000,15/02/2005
yohan cabaye Midfielder - Central Midfield,180000,02/03/2005
yohan cabaye Midfielder - Central Midfield,1080000,02/10/2005
yohan cabaye Midfielder - Central Midfield,1575000,02/11/2005
yohan cabaye Midfielder - Central Midfield,2700000,30/03/2007
yohan cabaye Midfielder - Central Midfield,4050000,29/06/2007
yohan cabaye Midfielder - Central Midfield,4275000,27/12/2007
yohan cabaye Midfielder - Central Midfield,5850000,05/05/2008
yohan cabaye Midfielder - Central Midfield,6300000,30/12/2008
yohan cabaye Midfielder - Central Midfield,7200000,22/12/2009
yohan cabaye Midfielder - Central Midfield,8550000,18/05/2010
yohan cabaye Midfielder - Central Midfield,9000000,28/12/2010
yohan cabaye Midfielder - Central Midfield,9900000,24/05/2011
yohan cabaye Midfielder - Central Midfield,9900000,08/08/2011
yohan cabaye Midfielder - Central Midfield,10800000,06/02/2012
yohan cabaye Midfielder - Central Midfield,14850000,24/06/2012
yohan cabaye Midfielder - Central Midfield,14850000,28/01/2013
yohan cabaye Midfielder - Central Midfield,14850000,02/07/2013
yohan cabaye Midfielder - Central Midfield,14400000,19/08/2013
yohan cabaye Midfielder - Central Midfield,18000000,15/01/2014
yohan cabaye Midfielder - Central Midfield,19800000,05/02/2014
yohan cabaye Midfielder - Central Midfield,20700000,01/08/2014
yohan cabaye Midfielder - Central Midfield,18000000,14/01/2015
yohan cabaye Midfielder - Central Midfield,14400000,06/06/2015
yohan cabaye Midfielder - Central Midfield,14400000,14/10/2015
yohan cabaye Midfielder - Central Midfield,16200000,09/02/2016
yohan cabaye Midfielder - Central Midfield,16200000,01/06/2016
yohan cabaye Midfielder - Central Midfield,16200000,01/08/2016
yohan cabaye Midfielder - Central Midfield,13500000,20/02/2017
yohan cabaye Midfielder - Central Midfield,13500000,28/06/2017
yohan cabaye Midfielder - Central Midfield,9000000,02/01/2018
yohan cabaye Midfielder - Central Midfield,9000000,28/05/2018
yohan cabaye Midfielder - Central Midfield,1800000,10/05/2019
yohan cabaye Midfielder - Central Midfield,900000,19/12/2019
yohan cabaye Midfielder - Central Midfield,720000,08/04/2020
tom soares Midfielder - Central Midfield,45000,04/10/2004
tom soares Midfielder - Central Midfield,180000,20/10/2005
tom soares Midfielder - Central Midfield,720000,29/07/2007
tom soares Midfielder - Central Midfield,1260000,07/09/2008
tom soares Midfielder - Central Midfield,1080000,26/06/2009
tom soares Midfielder - Central Midfield,900000,13/08/2010
tom soares Midfielder - Central Midfield,675000,01/02/2011
tom soares Midfielder - Central Midfield,450000,08/08/2011
tom soares Midfielder - Central Midfield,360000,02/02/2012
tom soares Midfielder - Central Midfield,382500,19/07/2012
tom soares Midfielder - Central Midfield,225000,09/02/2013
tom soares Midfielder - Central Midfield,225000,16/10/2015
tom soares Midfielder - Central Midfield,225000,30/05/2016
ryan shotton Defender - Centre-Back,45000,06/08/2009
ryan shotton Defender - Centre-Back,0,25/09/2010
ryan shotton Defender - Centre-Back,45000,07/03/2011
ryan shotton Defender - Centre-Back,0,08/08/2011
ryan shotton Defender - Centre-Back,450000,29/10/2011
ryan shotton Defender - Centre-Back,1800000,06/02/2012
ryan shotton Defender - Centre-Back,2250000,24/06/2012
ryan shotton Defender - Centre-Back,2250000,28/01/2013
ryan shotton Defender - Centre-Back,2700000,02/07/2013
ryan shotton Defender - Centre-Back,1800000,18/09/2013
ryan shotton Defender - Centre-Back,1350000,15/01/2014
ryan shotton Defender - Centre-Back,900000,12/08/2014
ryan shotton Defender - Centre-Back,900000,24/02/2015
ryan shotton Defender - Centre-Back,900000,24/09/2015
ryan shotton Defender - Centre-Back,675000,20/04/2016
ryan shotton Defender - Centre-Back,675000,27/02/2017
ryan shotton Defender - Centre-Back,2250000,18/09/2017
ryan shotton Defender - Centre-Back,2250000,27/02/2018
ryan shotton Defender - Centre-Back,2700000,24/09/2018
ryan shotton Defender - Centre-Back,3150000,28/06/2019
